ID,Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5
1,167,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0
1,183,1,2,3,0,0,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1
1,190,0,0,0,2,1,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0
1,197,0,0,0,0,0,1.35,1.57,1.99,2.16,2.66,0,1,0,0,0
1,204,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
1,211,0,0,0,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0
1,218,0,0,0,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0
1,219,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,1,1,0,1,0
1,227,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
1,237,0,0,0,0,0,1.46,1.89,1.93,2.16,2.67,1,0,0,0,0
1,248,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,0,0,0,0
1,249,0,0,0,0,0,1.46,1.89,1.99,2.15,2.65,0,0,0,0,0
1,255,0,0,0,0,0,1.46,1.57,2.0,2.16,2.64,0,1,0,0,0
1,263,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
1,265,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
1,266,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
1,275,0,0,0,0,0,1.4,1.89,2.0,2.16,2.64,1,0,0,0,0
1,282,0,0,0,0,0,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0
1,290,0,0,0,0,0,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0
1,297,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
1,298,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
1,308,0,0,0,0,0,1.34,1.89,2.01,2.03,2.68,0,0,0,1,0
1,315,0,0,0,0,0,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0
1,322,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,1,1,0,0,0
1,327,1,4,3,0,0,1.47,1.89,2.01,1.9,2.71,0,0,0,1,0
1,329,0,0,0,4,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
1,333,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
1,342,0,0,0,0,0,1.4,1.89,2.02,2.02,2.6,1,0,0,0,0
1,355,0,0,0,0,0,1.26,1.81,1.97,2.21,2.66,1,1,0,0,0
1,362,0,0,0,0,0,1.33,1.89,2.02,2.2,2.69,0,0,0,0,0
1,369,0,0,0,0,0,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0
1,380,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0
1,381,0,0,0,0,0,1.24,1.87,2.02,2.21,2.71,1,0,0,0,0
1,395,0,0,0,0,0,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0
1,402,0,0,0,0,0,1.47,1.89,2.02,2.21,2.69,0,0,0,0,0
1,410,0,0,0,0,0,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0
1,419,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
1,423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
1,425,0,0,0,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1
1,435,0,0,0,0,0,1.38,1.77,2.02,2.18,2.66,0,0,0,0,0
1,456,0,0,0,0,0,1.48,1.77,2.02,2.21,2.7,0,0,0,0,0
1,463,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0
1,470,0,0,0,0,0,1.39,1.36,2.02,2.21,2.7,0,1,0,0,0
1,477,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0
1,484,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,0,0,0,0,0
1,491,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
1,494,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
1,497,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,0,0,0,0,0
1,510,0,0,0,0,0,1.34,1.88,2.07,2.26,2.43,0,0,0,0,0
1,517,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0
1,543,0,0,0,0,0,1.47,1.56,2.05,2.26,2.59,0,1,0,0,0
1,547,1,2,2,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0
1,562,1,2,3,2,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0
1,569,0,0,0,2,1,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
1,583,0,0,0,0,0,1.34,1.57,2.01,2.24,2.72,0,1,0,0,0
1,590,0,0,0,0,0,1.26,1.89,2.06,2.19,2.49,1,0,0,1,0
1,596,0,0,0,0,0,1.35,1.83,2.06,2.24,2.59,1,1,0,0,0
1,604,0,0,0,0,0,1.41,1.81,2.06,2.24,2.79,0,0,0,0,0
1,611,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,1,0,0,0,0
1,612,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,0,1,0,0,0
1,629,0,0,0,0,0,1.25,1.89,2.11,2.24,2.79,1,0,1,0,0
1,637,0,0,0,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0
1,644,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0
1,648,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
1,649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
1,656,0,0,0,0,0,1.26,1.88,2.06,2.24,2.78,1,1,0,0,0
1,670,0,0,0,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0
1,682,0,0,0,0,0,1.34,1.85,2.06,2.24,2.77,1,1,0,0,0
1,689,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,0,0,0,0
1,702,1,5,1,0,0,1.41,1.85,2.0,2.24,2.79,0,0,1,0,0
1,717,0,0,0,5,1,1.5,1.8,2.14,2.24,2.75,0,0,0,0,0
1,726,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
1,727,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0
2,6,1,4,1,0,0,1.59,1.87,2.01,2.09,2.66,0,0,0,0,0
2,11,0,0,0,4,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
2,18,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0
2,24,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
2,25,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
2,38,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
2,43,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0
2,50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0
2,58,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,0,0,1
2,63,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0
2,72,0,0,0,0,0,1.39,1.89,1.91,2.12,2.54,0,1,0,0,0
2,79,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1
2,86,0,0,0,0,0,1.39,1.9,1.95,2.12,2.49,0,0,0,0,0
2,94,0,0,0,0,0,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0
2,100,1,4,2,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
2,117,0,0,0,4,1,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0
2,129,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
2,139,0,0,0,0,0,1.17,1.9,1.99,2.16,2.67,1,0,0,0,0
2,145,0,0,0,0,0,1.36,1.35,1.99,2.16,2.64,0,0,0,0,0
2,152,0,0,0,0,0,1.39,1.9,1.94,2.16,2.51,1,0,0,0,0
2,165,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0
2,171,0,0,0,0,0,1.39,1.9,1.99,2.16,2.49,0,1,0,0,0
2,185,0,0,0,0,0,1.32,1.88,1.97,1.89,2.49,0,0,0,0,0
2,192,0,0,0,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0
2,199,0,0,0,0,0,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0
2,204,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
2,210,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0
2,218,0,0,0,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0
2,220,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,0,1,0,1,0
2,227,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
2,230,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
2,231,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,0,0,0,0
2,244,0,0,0,0,0,1.46,1.89,1.91,2.16,2.67,0,0,0,0,0
2,252,0,0,0,0,0,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0
2,264,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
2,270,0,0,0,0,0,1.37,1.27,1.96,2.16,2.67,1,0,0,0,0
2,277,0,0,0,0,0,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0
2,283,1,4,3,0,0,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0
2,290,0,0,0,4,1,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0
2,296,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
2,307,1,4,1,0,0,1.34,1.89,2.01,2.03,2.68,1,0,0,1,0
2,310,0,0,0,4,1,1.2,1.89,2.01,2.03,2.7,0,1,0,0,0
2,324,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0
2,331,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
2,336,0,0,0,0,0,1.47,1.89,2.02,1.9,2.69,0,0,0,0,0
2,349,0,0,0,0,0,1.29,1.89,1.97,2.21,2.61,1,1,0,0,0
2,354,0,0,0,0,0,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0
2,363,0,0,0,0,0,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0
2,384,0,0,0,0,0,1.23,1.87,2.02,2.21,2.71,0,0,0,0,0
2,392,0,0,0,0,0,1.47,1.89,2.02,1.94,2.7,0,1,0,1,0
2,417,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
2,419,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
2,422,1,4,1,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
2,423,0,0,0,4,1,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
2,430,0,0,0,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,0,0
2,440,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,1,0,0,0
2,451,0,0,0,0,0,1.47,1.77,2.02,2.21,2.7,0,0,0,0,0
2,458,0,0,0,0,0,1.47,1.48,2.02,2.21,2.7,0,1,0,0,0
2,459,1,4,1,0,0,1.47,1.48,2.02,2.21,2.7,0,1,0,0,0
2,468,1,4,2,4,1,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0
2,471,1,4,3,4,1,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0
2,479,0,0,0,4,1,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0
2,498,1,2,3,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1
2,508,1,4,1,2,1,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0
2,531,0,0,0,4,1,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0
2,538,1,4,2,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0
2,548,0,0,0,4,1,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0
2,561,0,0,0,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0
2,571,0,0,0,0,0,1.5,1.89,2.01,2.26,2.64,0,0,0,0,0
2,585,0,0,0,0,0,1.5,1.57,2.01,2.24,2.55,0,0,0,1,0
2,592,0,0,0,0,0,1.42,1.89,2.06,2.19,2.39,1,0,0,0,0
2,600,0,0,0,0,0,1.39,1.83,2.06,2.24,2.77,0,0,0,0,0
2,612,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,0,1,0,0,0
2,632,0,0,0,0,0,1.41,1.89,2.11,2.24,2.79,0,1,0,0,0
2,644,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0
2,646,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
2,647,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
2,658,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,0,0,0,0,0
2,672,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0
2,677,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0
2,685,0,0,0,0,0,1.42,1.87,2.06,2.24,2.77,0,0,0,0,0
2,692,0,0,0,0,0,1.42,1.87,2.06,2.24,2.78,0,1,0,0,0
2,698,0,0,0,0,0,1.42,1.51,1.97,2.24,2.77,0,0,0,0,0
2,709,0,0,0,0,0,1.36,1.84,2.09,2.24,2.8,0,0,0,0,0
2,715,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0
2,719,0,0,0,0,0,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0
2,729,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0
3,5,1,2,3,0,0,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0
3,9,0,0,0,2,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
3,12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
3,22,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
3,26,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
3,49,0,0,0,0,0,1.35,1.87,1.93,2.09,2.59,1,0,1,0,0
3,56,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,1
3,70,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,0,0,0,0
3,71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0
3,78,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1
3,85,0,0,0,0,0,1.47,1.9,1.95,2.12,2.44,0,1,0,0,0
3,92,0,0,0,0,0,1.39,1.46,1.99,2.12,2.4,0,0,0,0,0
3,99,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
3,117,0,0,0,0,0,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0
3,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0
3,132,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
3,133,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
3,137,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0
3,144,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,0,0,0,0
3,151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0
3,163,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0
3,173,1,5,1,0,0,1.49,1.5,1.97,2.16,2.49,0,1,0,0,0
3,175,0,0,0,5,1,1.48,1.5,1.97,2.16,2.49,0,1,0,0,0
3,177,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,0
3,190,1,5,1,0,0,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0
3,191,0,0,0,5,1,1.35,1.88,1.99,2.16,2.43,0,1,0,0,0
3,198,0,0,0,0,0,1.35,1.56,1.99,2.16,2.66,0,0,0,0,0
3,205,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
3,212,0,0,0,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,0,0
3,226,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
3,230,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
3,231,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,0,0,0,0
3,238,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0
3,243,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0
3,250,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,1,0,0,0
3,257,0,0,0,0,0,1.46,1.57,2.0,2.16,2.64,0,1,0,0,0
3,264,1,2,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
3,265,0,0,0,2,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
3,269,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,0,0,0,0
3,276,0,0,0,0,0,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0
3,283,0,0,0,0,0,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0
3,290,0,0,0,0,0,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0
3,298,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
3,302,0,0,0,0,0,1.48,1.89,1.97,2.18,2.68,0,0,0,1,0
3,309,0,0,0,0,0,1.34,1.89,2.01,2.03,2.69,0,1,0,0,0
3,323,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0
3,332,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
3,342,0,0,0,0,0,1.4,1.89,2.02,2.02,2.6,1,0,0,0,0
3,355,0,0,0,0,0,1.26,1.81,1.97,2.21,2.66,1,1,0,0,0
3,356,0,0,0,0,0,1.23,1.81,1.97,2.21,2.67,0,0,0,0,0
3,363,0,0,0,0,0,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0
3,377,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0
3,382,0,0,0,0,0,1.24,1.87,2.02,2.21,2.71,0,0,0,0,0
3,389,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,1,0
3,396,0,0,0,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,0,0
3,410,0,0,0,0,0,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0
3,417,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
3,420,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
3,423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
3,429,0,0,0,0,0,1.34,1.57,2.02,1.98,2.65,0,1,0,0,0
3,436,0,0,0,0,0,1.38,1.57,2.02,2.18,2.67,0,1,0,0,0
3,443,0,0,0,0,0,1.47,1.77,2.02,2.18,2.64,0,0,0,0,0
3,450,0,0,0,0,0,1.47,1.57,2.02,2.21,2.7,0,0,0,0,0
3,463,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0
3,464,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0
3,471,0,0,0,0,0,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0
3,478,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,0,0,0,0,0
3,485,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,1,1,0,0,0
3,492,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
3,497,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,0,0,0,0,0
3,504,0,0,0,0,0,1.21,1.89,2.07,2.21,2.53,0,0,0,0,0
3,518,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0
3,530,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0
3,537,0,0,0,0,0,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0
3,544,0,0,0,0,0,1.46,1.56,2.05,2.26,2.59,0,0,0,0,0
3,552,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0
3,569,0,0,0,0,0,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
3,570,0,0,0,0,0,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
3,584,0,0,0,0,0,1.5,1.57,2.01,2.24,2.73,1,0,0,1,0
3,591,0,0,0,0,0,1.42,1.89,2.06,2.19,2.49,1,0,0,0,0
3,598,0,0,0,0,0,1.5,1.83,2.06,2.24,2.59,0,0,0,0,0
3,605,0,0,0,0,0,1.41,1.83,2.06,2.24,2.79,0,0,0,0,0
3,619,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0
3,631,0,0,0,0,0,1.41,1.89,2.11,2.24,2.79,0,1,0,0,0
3,638,0,0,0,0,0,1.47,1.56,2.0,2.24,2.79,1,0,0,0,0
3,649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
3,663,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,1,1,0,0,0
3,664,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,0,0,0,0,0
3,671,0,0,0,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0
3,679,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0
3,684,1,2,3,0,0,1.42,1.85,2.06,2.24,2.77,0,0,0,0,0
3,693,1,2,1,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0
3,694,1,2,2,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0
3,705,1,2,1,2,1,1.49,1.87,1.99,2.24,2.79,0,0,0,0,0
3,720,1,2,1,2,1,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0
3,721,1,2,3,2,1,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
3,724,0,0,0,2,1,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
4,2,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,0,0,0,0
4,7,0,0,0,0,0,1.59,1.88,2.01,2.09,2.66,0,0,0,0,0
4,19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0
4,36,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
4,39,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0
4,48,0,0,0,0,0,1.35,1.87,1.93,2.09,2.59,1,1,0,0,0
4,55,1,5,1,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,0
4,63,0,0,0,5,1,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0
4,75,0,0,0,0,0,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0
4,93,0,0,0,0,0,1.39,1.58,1.99,2.12,2.34,0,0,0,0,0
4,105,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
4,106,0,0,0,0,0,1.47,1.9,1.95,2.16,2.67,0,0,0,1,0
4,115,0,0,0,0,0,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0
4,122,0,0,0,0,0,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0
4,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0
4,130,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
4,141,0,0,0,0,0,1.21,1.35,1.99,2.16,2.68,1,1,0,0,0
4,148,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0
4,162,1,5,1,0,0,1.39,1.9,1.94,2.16,2.49,1,0,0,0,0
4,175,1,5,1,5,1,1.48,1.5,1.97,2.16,2.49,0,1,0,0,0
4,181,0,0,0,5,1,1.46,1.88,1.97,1.89,2.45,1,0,0,1,1
4,184,1,5,1,0,0,1.46,1.88,1.97,1.76,2.45,0,0,0,0,0
4,194,1,5,2,5,1,1.35,1.56,1.99,2.16,2.49,0,1,0,0,0
4,202,0,0,0,5,1,1.49,1.9,1.97,2.16,2.66,0,0,0,0,0
4,208,0,0,0,0,0,1.49,1.78,1.99,1.97,2.66,0,0,0,1,0
4,211,1,5,1,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0
4,216,0,0,0,5,1,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0
4,223,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
