Sex,Marital status,Age,Income,Settlement size,id,Education_0,Education_1,Education_2,Education_3,Occupation_0,Occupation_1,Occupation_2
0,1,35,134112,1,115,False,True,False,False,False,True,False
0,0,47,131842,1,116,False,True,False,False,False,True,False
1,1,30,189896,0,117,False,True,False,False,False,False,True
1,1,27,109099,2,118,False,True,False,False,False,True,False
1,1,23,153539,1,119,False,True,False,False,False,True,False
0,1,36,180495,1,120,False,True,False,False,False,False,True
1,1,25,104653,2,121,False,True,False,False,False,True,False
1,1,41,166933,2,122,False,False,True,False,False,False,True
0,0,24,66118,0,123,True,False,False,False,True,False,False
0,0,63,135754,0,124,False,False,True,False,False,True,False
1,1,27,116103,2,125,False,True,False,False,False,True,False
0,0,30,104293,1,126,True,False,False,False,False,True,False
0,1,40,71702,0,127,False,True,False,False,True,False,False
0,0,30,99066,2,128,True,False,False,False,False,True,False
0,0,34,143979,2,129,False,True,False,False,False,False,True
1,1,29,123818,0,130,False,True,False,False,False,True,False
1,1,24,176714,2,131,False,True,False,False,False,True,False
0,0,29,149249,2,132,True,False,False,False,False,True,False
0,0,27,77535,0,133,True,False,False,False,True,False,False
0,0,47,116540,1,134,False,True,False,False,False,True,False
1,1,21,194728,0,135,False,True,False,False,False,True,False
1,1,38,109311,2,136,False,True,False,False,False,True,False
0,0,27,204723,2,137,True,False,False,False,False,True,False
0,0,66,126003,0,138,False,False,True,False,True,False,False
0,0,35,123109,1,139,False,True,False,False,False,True,False
1,1,44,108251,0,140,False,False,True,False,True,False,False
0,1,27,89908,0,141,False,True,False,False,True,False,False
1,1,30,176057,1,142,False,True,False,False,False,False,True
0,0,27,144332,2,143,True,False,False,False,False,False,True
0,0,22,101185,1,144,True,False,False,False,False,True,False
1,1,23,107406,2,145,False,True,False,False,False,True,False
0,0,30,140665,1,146,True,False,False,False,False,True,False
1,1,39,106461,0,147,False,False,True,False,False,True,False
1,1,51,127825,0,148,False,False,True,False,False,True,False
0,0,28,133898,1,149,True,False,False,False,False,True,False
0,0,46,152383,2,150,False,True,False,False,False,True,False
0,0,42,119926,0,151,False,True,False,False,False,True,False
0,0,38,108784,2,152,False,True,False,False,False,True,False
0,0,24,153286,1,153,True,False,False,False,False,True,False
1,1,29,214204,2,154,False,True,False,False,False,True,False
0,0,36,208101,2,155,False,True,False,False,False,False,True
1,1,20,95355,1,156,False,True,False,False,False,True,False
0,0,48,124156,1,157,False,True,False,False,False,True,False
0,1,45,72215,0,158,False,False,True,False,True,False,False
0,0,38,146529,2,159,False,True,False,False,False,True,False
0,0,34,75343,0,160,False,True,False,False,True,False,False
0,0,36,129789,1,161,False,True,False,False,False,True,False
1,1,30,101153,1,162,False,True,False,False,False,True,False
0,0,36,127833,2,163,False,True,False,False,False,True,False
0,0,70,224998,2,164,False,False,True,False,False,False,True
0,0,36,124445,2,165,False,True,False,False,False,True,False
0,0,32,141116,1,166,True,False,False,False,False,True,False
1,1,33,104276,2,167,False,True,False,False,False,True,False
1,1,20,147687,2,168,False,True,False,False,False,True,False
1,1,25,125168,1,169,False,True,False,False,False,True,False
0,1,31,115369,2,170,False,True,False,False,False,True,False
0,0,33,95445,0,171,False,True,False,False,False,True,False
1,1,26,95159,1,172,False,True,False,False,False,True,False
1,1,34,153031,2,173,False,True,False,False,False,False,True
0,0,33,108899,0,174,False,True,False,False,False,True,False
0,0,26,113515,1,175,True,False,False,False,False,True,False
1,1,53,211229,0,176,False,False,True,False,False,False,True
0,1,42,121307,0,177,False,False,True,False,False,True,False
0,0,52,131727,2,178,False,True,False,False,False,True,False
0,0,31,133574,1,179,True,False,False,False,False,False,True
0,0,65,117334,0,180,False,False,True,False,False,True,False
0,1,28,177291,2,181,False,True,False,False,False,True,False
0,1,30,168763,1,182,False,True,False,False,False,False,True
0,0,40,77720,0,183,False,True,False,False,True,False,False
0,0,50,176645,2,184,False,True,False,False,False,True,False
0,0,36,106205,1,185,False,True,False,False,False,True,False
0,0,31,97785,1,186,True,False,False,False,False,True,False
1,1,74,214364,1,187,False,False,False,True,False,False,True
0,0,68,74525,0,188,False,False,True,False,True,False,False
0,1,20,98988,0,189,False,True,False,False,False,True,False
1,1,33,133561,1,190,False,True,False,False,False,True,False
0,0,54,217651,2,191,False,True,False,False,False,False,True
0,0,34,116525,0,192,False,True,False,False,True,False,False
0,0,36,135302,2,193,False,True,False,False,False,True,False
0,1,29,106434,1,194,False,True,False,False,False,True,False
0,0,21,128350,2,195,True,False,False,False,False,True,False
1,1,34,147626,2,196,False,True,False,False,False,False,True
1,1,28,102697,0,197,False,True,False,False,False,True,False
1,1,27,120262,0,198,False,True,False,False,False,True,False
0,0,36,124214,2,199,False,True,False,False,False,True,False
0,1,40,175223,1,200,False,True,False,False,False,False,True
0,0,52,137467,0,201,False,True,False,False,False,True,False
0,1,27,65815,0,202,False,True,False,False,True,False,False
0,0,26,129864,1,203,True,False,False,False,False,True,False
0,1,21,88475,1,204,False,True,False,False,False,True,False
0,0,38,74666,0,205,False,True,False,False,True,False,False
0,0,38,222294,2,206,False,True,False,False,False,False,True
0,0,43,112878,0,207,False,True,False,False,False,True,False
0,0,26,103411,2,208,True,False,False,False,False,True,False
0,1,21,112868,0,209,False,True,False,False,True,False,False
0,0,55,157940,2,210,False,True,False,False,False,True,False
0,0,33,115835,2,211,False,True,False,False,False,True,False
1,1,45,109807,0,212,False,False,True,False,True,False,False
0,0,50,150699,1,213,False,True,False,False,False,True,False
0,0,66,178967,0,214,False,False,True,False,False,False,True
0,0,51,132767,0,215,False,True,False,False,False,True,False
1,1,39,86152,0,216,False,False,True,False,True,False,False
0,0,31,114528,2,217,True,False,False,False,False,True,False
0,0,23,133912,1,218,True,False,False,False,False,True,False
0,1,24,81210,0,219,False,True,False,False,True,False,False
1,1,64,131242,0,220,False,False,False,True,False,True,False
0,1,26,68804,0,221,False,True,False,False,True,False,False
1,1,23,96961,1,222,False,True,False,False,False,True,False
0,0,30,90719,2,223,True,False,False,False,False,True,False
0,0,32,114116,1,224,True,False,False,False,False,True,False
0,0,30,128639,1,225,True,False,False,False,False,True,False
0,0,27,106623,1,226,True,False,False,False,False,True,False
0,0,27,236264,1,227,True,False,False,False,False,True,False
0,0,53,207783,1,228,False,True,False,False,False,False,True
0,0,22,91739,1,229,True,False,False,False,False,True,False
0,0,22,107780,2,230,True,False,False,False,False,True,False
0,0,26,139157,2,231,True,False,False,False,False,True,False
0,0,51,121751,0,232,False,True,False,False,True,False,False
0,0,35,121974,0,233,False,True,False,False,False,True,False
0,1,25,70320,0,234,False,True,False,False,True,False,False
0,0,42,78327,0,235,False,True,False,False,True,False,False
0,0,30,131433,0,236,True,False,False,False,False,False,True
0,0,23,167076,2,237,True,False,False,False,True,False,False
0,1,61,130788,0,238,False,False,True,False,True,False,False
1,1,35,107408,1,239,False,True,False,False,False,True,False
0,0,39,115323,1,240,False,True,False,False,False,True,False
1,1,29,99012,0,241,False,True,False,False,False,True,False
0,0,51,115996,1,242,False,True,False,False,False,True,False
0,0,24,123353,1,243,True,False,False,False,False,True,False
1,1,27,100008,0,244,False,True,False,False,False,True,False
1,1,35,125105,0,245,False,True,False,False,True,False,False
0,0,25,92020,2,246,True,False,False,False,False,True,False
0,0,52,108365,2,247,False,True,False,False,False,True,False
0,0,35,112979,0,248,False,True,False,False,False,True,False
0,0,26,117221,1,249,True,False,False,False,False,True,False
1,1,22,88800,2,250,False,True,False,False,False,True,False
1,1,39,115099,0,251,False,False,True,False,True,False,False
1,1,46,113399,0,252,False,False,True,False,True,False,False
1,1,24,115879,1,253,False,True,False,False,False,True,False
0,0,35,141270,2,254,False,True,False,False,False,True,False
0,0,24,107633,1,255,True,False,False,False,False,True,False
0,0,27,131751,0,256,True,False,False,False,True,False,False
0,0,35,83687,0,257,False,True,False,False,True,False,False
0,1,29,106828,2,258,False,True,False,False,False,True,False
1,1,23,135537,1,259,False,True,False,False,False,True,False
1,1,57,107142,0,260,False,False,True,False,True,False,False
0,0,27,97446,1,261,True,False,False,False,False,True,False
1,1,55,126357,2,262,False,False,True,False,False,True,False
0,0,36,169617,1,263,False,True,False,False,False,False,True
1,1,57,108945,0,264,False,False,True,False,True,False,False
0,0,32,67345,0,265,True,False,False,False,True,False,False
0,0,37,106215,0,266,False,True,False,False,False,True,False
0,0,36,149237,0,267,False,True,False,False,False,True,False
1,1,38,112124,0,268,False,True,False,False,False,True,False
0,1,45,215150,2,269,False,False,True,False,False,False,True
0,0,25,89534,1,270,True,False,False,False,False,True,False
0,0,32,111082,2,271,True,False,False,False,False,True,False
1,1,37,137069,1,272,False,True,False,False,False,True,False
0,0,36,244541,2,273,False,True,False,False,False,False,True
0,0,28,120712,1,274,True,False,False,False,False,True,False
0,1,34,175367,0,275,False,True,False,False,True,False,False
0,0,32,111418,1,276,True,False,False,False,False,True,False
1,1,26,110913,0,277,False,True,False,False,False,True,False
0,1,49,84267,0,278,False,False,True,False,True,False,False
1,1,32,136886,2,279,False,True,False,False,False,True,False
0,0,29,144884,2,280,True,False,False,False,False,False,True
0,0,23,151180,1,281,True,False,False,False,False,True,False
0,0,50,114997,1,282,False,True,False,False,False,True,False
0,0,49,100961,0,283,False,True,False,False,True,False,False
0,0,63,124849,2,284,False,False,True,False,False,True,False
0,1,37,152308,2,285,False,True,False,False,False,True,False
1,1,35,167945,1,286,False,True,False,False,True,False,False
0,0,26,126706,2,287,True,False,False,False,False,True,False
0,0,31,210017,2,288,True,False,False,False,False,False,True
1,1,49,125665,1,289,False,False,True,False,False,True,False
0,1,48,111184,1,290,False,False,True,False,False,True,False
0,1,26,94134,0,291,False,True,False,False,False,True,False
0,1,28,214620,1,292,False,True,False,False,False,False,True
1,1,44,193816,1,293,False,False,True,False,False,False,True
0,0,56,168714,1,294,False,True,False,False,False,True,False
0,1,46,202997,1,295,False,False,True,False,False,False,True
1,1,26,192451,2,296,False,True,False,False,False,True,False
1,1,20,127928,2,297,False,True,False,False,False,True,False
0,0,45,78253,0,298,False,True,False,False,True,False,False
0,0,43,118446,1,299,False,True,False,False,False,True,False
0,0,32,161379,2,300,True,False,False,False,False,True,False
1,1,54,56622,0,301,False,False,True,False,True,False,False
1,1,42,146117,1,302,False,False,True,False,False,True,False
0,0,37,90418,0,303,False,True,False,False,True,False,False
0,0,49,109053,0,304,False,True,False,False,False,True,False
0,0,44,219319,0,305,False,True,False,False,False,True,False
0,1,33,144701,1,306,False,True,False,False,False,True,False
1,1,24,102425,0,307,False,True,False,False,True,False,False
0,1,33,79867,0,308,False,True,False,False,True,False,False
1,1,24,107114,2,309,False,True,False,False,False,True,False
0,1,22,62263,0,310,False,True,False,False,True,False,False
0,0,40,92567,0,311,False,True,False,False,True,False,False
0,0,25,146349,0,312,True,False,False,False,False,True,False
1,1,26,141825,1,313,False,True,False,False,False,True,False
0,1,25,68582,0,314,False,True,False,False,True,False,False
0,0,29,85476,0,315,True,False,False,False,True,False,False
0,0,31,111091,2,316,True,False,False,False,False,True,False
0,0,38,67110,0,317,False,True,False,False,True,False,False
1,1,48,126154,0,318,False,False,True,False,True,False,False
0,0,32,92257,2,319,True,False,False,False,False,True,False
1,1,27,93605,0,320,False,True,False,False,True,False,False
0,1,28,165190,0,321,False,True,False,False,False,False,True
0,1,32,107195,0,322,False,True,False,False,False,True,False
0,0,34,145059,0,323,False,True,False,False,False,False,True
0,0,28,148363,0,324,True,False,False,False,False,True,False
1,1,36,105681,2,325,False,True,False,False,False,True,False
0,0,39,93732,0,326,False,True,False,False,True,False,False
0,0,49,154778,2,327,False,True,False,False,False,True,False
1,1,34,149356,2,328,False,True,False,False,False,True,False
0,0,31,145670,1,329,True,False,False,False,False,True,False
0,0,28,101589,2,330,True,False,False,False,False,True,False
0,0,75,213333,1,331,False,False,True,False,False,False,True
1,1,30,122420,0,332,False,True,False,False,False,True,False
1,1,24,209856,1,333,False,True,False,False,False,False,True
1,1,24,181003,0,334,False,True,False,False,True,False,False
0,0,23,117804,1,335,True,False,False,False,False,True,False
0,1,44,160650,1,336,False,False,True,False,False,False,True
1,1,23,84611,0,337,False,True,False,False,True,False,False
1,1,24,98479,2,338,False,True,False,False,False,True,False
0,0,28,122359,2,339,True,False,False,False,False,True,False
0,1,31,81394,0,340,False,True,False,False,True,False,False
1,1,24,150372,1,341,False,True,False,False,False,True,False
1,1,26,92385,0,342,False,True,False,False,True,False,False
0,1,25,149851,2,343,False,True,False,False,False,True,False
0,0,33,167939,1,344,False,True,False,False,False,False,True
0,0,37,115426,0,345,False,True,False,False,True,False,False
1,1,43,85402,0,346,False,False,True,False,True,False,False
0,0,23,95815,2,347,True,False,False,False,False,True,False
1,1,23,97518,0,348,False,True,False,False,True,False,False
0,0,34,87355,0,349,False,True,False,False,True,False,False
0,0,32,145933,1,350,True,False,False,False,False,True,False
1,1,23,97307,0,351,False,True,False,False,False,True,False
1,1,29,108434,2,352,False,True,False,False,False,True,False
0,0,38,151312,1,353,False,True,False,False,False,False,True
0,0,28,141847,1,354,True,False,False,False,False,True,False
0,0,46,130675,2,355,False,True,False,False,False,True,False
0,0,23,69309,0,356,True,False,False,False,True,False,False
0,0,49,121466,2,357,False,True,False,False,False,True,False
0,0,26,153586,2,358,True,False,False,False,False,False,True
0,1,28,92849,0,359,False,True,False,False,False,True,False
1,1,23,108539,2,360,False,True,False,False,False,True,False
0,0,61,129556,2,361,False,False,True,False,False,True,False
0,0,37,170146,0,362,False,True,False,False,False,False,True
1,1,36,135383,1,363,False,True,False,False,False,True,False
0,1,21,96769,2,364,False,True,False,False,False,True,False
0,0,25,43684,0,365,True,False,False,False,True,False,False
0,0,36,103521,0,366,False,True,False,False,False,True,False
0,0,27,118499,1,367,True,False,False,False,False,True,False
1,1,22,119684,2,368,False,True,False,False,False,True,False
0,0,42,126586,1,369,False,True,False,False,False,True,False
1,1,40,136812,2,370,False,False,True,False,False,True,False
0,0,36,118277,1,371,False,True,False,False,False,True,False
0,0,33,144597,1,372,False,True,False,False,False,True,False
1,1,23,106043,0,373,False,True,False,False,False,True,False
0,0,63,272314,2,374,False,False,True,False,False,False,True
1,1,60,309364,2,375,False,False,True,False,False,False,True
1,1,37,170386,1,376,False,True,False,False,False,True,False
0,1,34,112458,0,377,False,True,False,False,False,True,False
0,0,36,96840,1,378,False,True,False,False,False,True,False
0,0,57,281923,1,379,False,False,True,False,False,False,True
1,1,52,95551,0,380,False,False,True,False,True,False,False
0,0,39,112347,2,381,False,True,False,False,False,True,False
1,1,38,260977,2,382,False,True,False,False,False,False,True
1,1,25,99354,0,383,False,True,False,False,False,True,False
0,0,26,111509,2,384,True,False,False,False,False,True,False
0,0,26,105252,0,385,True,False,False,False,True,False,False
1,1,25,108522,0,386,False,True,False,False,False,True,False
1,1,21,94655,1,387,False,True,False,False,False,True,False
0,0,40,201699,1,388,False,True,False,False,False,False,True
0,0,27,139868,2,389,True,False,False,False,False,True,False
1,1,27,102543,1,390,False,True,False,False,False,True,False
0,1,30,134467,2,391,False,True,False,False,False,False,True
1,1,19,111187,0,392,False,True,False,False,True,False,False
0,0,39,152302,1,393,False,True,False,False,False,False,True
1,1,31,110610,2,394,False,True,False,False,False,True,False
0,0,31,137827,2,395,True,False,False,False,False,False,True
0,0,32,220923,2,396,True,False,False,False,False,True,False
1,1,55,165717,2,397,False,False,True,False,False,False,True
0,1,46,122299,0,398,False,False,True,False,False,True,False
0,1,46,120499,0,399,False,False,True,False,False,True,False
1,1,43,126449,0,400,False,False,True,False,True,False,False
0,1,39,108315,2,401,False,True,False,False,False,True,False
0,1,28,112515,1,402,False,True,False,False,False,True,False
0,0,27,164559,1,403,True,False,False,False,False,True,False
0,0,27,59238,0,404,True,False,False,False,True,False,False
0,0,43,131133,0,405,False,True,False,False,False,True,False
0,1,22,109188,0,406,False,True,False,False,False,True,False
0,0,43,115393,1,407,False,True,False,False,False,True,False
0,1,27,94711,2,408,False,True,False,False,False,True,False
0,1,26,171860,0,409,False,True,False,False,False,False,True
0,1,28,139414,2,410,False,True,False,False,False,True,False
1,1,20,110931,1,411,False,True,False,False,False,True,False
0,0,35,187549,2,412,False,True,False,False,False,False,True
0,0,42,145508,0,413,False,True,False,False,False,False,True
0,0,40,104240,0,414,False,True,False,False,True,False,False
1,1,35,108272,1,415,False,True,False,False,False,True,False
0,0,35,144004,2,416,False,True,False,False,False,True,False
0,0,33,81083,0,417,False,True,False,False,True,False,False
1,1,23,166763,1,418,False,True,False,False,False,True,False
1,1,31,175530,1,419,False,True,False,False,False,False,True
1,1,33,112422,1,420,False,True,False,False,False,True,False
1,1,20,154134,2,421,False,True,False,False,False,True,False
0,0,30,112401,1,422,True,False,False,False,False,True,False
0,0,47,85690,0,423,False,True,False,False,True,False,False
0,0,34,145896,2,424,False,True,False,False,False,False,True
1,1,25,122552,2,425,False,True,False,False,False,True,False
0,1,21,115494,2,426,False,True,False,False,False,True,False
0,0,29,109467,0,427,True,False,False,False,False,True,False
0,0,46,148226,2,428,False,True,False,False,False,True,False
0,0,20,88559,1,429,True,False,False,False,False,True,False
1,1,55,62393,0,430,False,False,True,False,True,False,False
0,0,74,122133,0,431,False,False,True,False,True,False,False
0,0,29,230883,2,432,True,False,False,False,False,False,True
0,0,36,136689,2,433,False,True,False,False,False,False,True
0,1,33,109145,0,434,False,True,False,False,False,True,False
0,0,25,100449,2,435,True,False,False,False,False,True,False
0,1,25,106253,0,436,False,True,False,False,False,True,False
0,1,23,84747,0,437,False,True,False,False,True,False,False
1,1,37,149465,1,438,False,True,False,False,False,True,False
0,0,65,84435,0,439,False,False,True,False,True,False,False
1,1,26,51681,0,440,False,True,False,False,True,False,False
0,0,39,139198,1,441,False,True,False,False,False,False,True
1,1,30,106577,1,442,False,True,False,False,False,True,False
0,0,29,117372,2,443,True,False,False,False,False,True,False
0,0,41,69609,0,444,False,True,False,False,True,False,False
1,1,30,178947,2,445,False,True,False,False,False,False,True
1,1,41,81743,0,446,False,False,True,False,True,False,False
1,1,34,111900,1,447,False,True,False,False,False,True,False
0,0,35,121650,0,448,False,True,False,False,False,True,False
1,1,55,172639,2,449,False,False,True,False,False,False,True
0,1,61,175740,1,450,False,False,True,False,False,True,False
0,0,30,220050,2,451,True,False,False,False,False,False,True
1,1,29,95200,1,452,False,True,False,False,False,True,False
0,0,34,113609,1,453,False,True,False,False,False,True,False
0,0,35,143552,2,454,False,True,False,False,False,False,True
0,0,31,130973,2,455,True,False,False,False,False,True,False
1,1,29,145946,2,456,False,True,False,False,False,False,True
0,0,36,126206,1,457,False,True,False,False,False,True,False
0,0,35,120426,0,458,False,True,False,False,False,True,False
1,1,27,91925,2,459,False,True,False,False,False,True,False
0,0,32,129630,2,460,True,False,False,False,False,True,False
0,0,37,124268,2,461,False,True,False,False,False,True,False
0,0,36,105240,1,462,False,True,False,False,False,True,False
1,1,34,162180,0,463,False,True,False,False,False,False,True
0,0,38,106552,2,464,False,True,False,False,False,True,False
0,0,34,105843,2,465,False,True,False,False,False,True,False
0,0,63,138327,1,466,False,False,True,False,False,True,False
1,1,29,76154,0,467,False,True,False,False,True,False,False
0,0,32,155012,1,468,True,False,False,False,False,True,False
1,1,26,114369,1,469,False,True,False,False,False,True,False
0,0,35,102839,0,470,False,True,False,False,True,False,False
0,1,22,132796,0,471,False,True,False,False,False,True,False
1,1,23,89742,2,472,False,True,False,False,False,True,False
0,0,28,58615,0,473,True,False,False,False,True,False,False
0,0,36,130603,2,474,False,True,False,False,False,False,True
0,1,33,110340,0,475,False,True,False,False,False,True,False
1,1,26,117729,2,476,False,True,False,False,False,True,False
0,0,24,130808,0,477,True,False,False,False,False,True,False
0,0,25,147402,2,478,True,False,False,False,False,True,False
0,0,39,93567,0,479,False,True,False,False,True,False,False
0,0,44,109289,1,480,False,True,False,False,False,True,False
1,1,23,98742,0,481,False,True,False,False,True,False,False
0,0,26,101270,0,482,True,False,False,False,False,True,False
1,1,57,187835,1,483,False,False,True,False,False,True,False
1,1,30,140741,0,484,False,True,False,False,False,True,False
0,0,44,133265,2,485,False,True,False,False,False,True,False
0,0,47,148100,2,486,False,True,False,False,False,False,True
0,0,52,131021,2,487,False,True,False,False,False,True,False
1,1,62,152620,2,488,False,False,True,False,False,True,False
0,0,35,85033,0,489,False,True,False,False,True,False,False
0,0,26,114514,1,490,True,False,False,False,False,True,False
0,0,26,99307,1,491,True,False,False,False,False,True,False
1,1,42,219451,2,492,False,False,True,False,False,False,True
1,1,27,114007,0,493,False,True,False,False,False,True,False
0,0,38,102846,0,494,False,True,False,False,False,True,False
0,0,39,81483,0,495,False,True,False,False,True,False,False
0,1,20,107779,2,496,False,True,False,False,False,True,False
0,0,29,222360,2,497,True,False,False,False,False,False,True
0,0,40,107125,0,498,False,True,False,False,False,True,False
0,1,32,80080,0,499,False,True,False,False,True,False,False
0,1,28,129600,0,500,False,True,False,False,False,True,False
1,1,27,118613,1,501,False,True,False,False,False,True,False
0,0,42,146237,1,502,False,True,False,False,False,True,False
0,1,49,144461,2,503,False,False,True,False,False,True,False
0,0,38,124487,0,504,False,True,False,False,False,True,False
1,1,24,97826,0,505,False,True,False,False,False,True,False
0,0,27,64105,0,506,True,False,False,False,True,False,False
0,0,36,156374,2,507,False,True,False,False,False,True,False
0,0,34,205383,2,508,False,True,False,False,False,False,True
0,1,28,98964,2,509,False,True,False,False,False,True,False
0,0,45,221842,2,510,False,True,False,False,False,False,True
0,0,26,88027,2,511,True,False,False,False,False,True,False
0,0,32,160513,2,512,True,False,False,False,False,False,True
0,0,26,124536,2,513,True,False,False,False,False,True,False
